Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Sister Martha Hospital Mangochi,72,1006,Regimen 10A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,73,1006,Regimen 11PP,,0.0,Q1 2025
Sister Martha Hospital Mangochi,73,1006,Regimen 11PA,,0.0,Q1 2025
Sister Martha Hospital Mangochi,73,1006,Regimen 11A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,74,1006,Regimen 12PP,,0.0,Q1 2025
Sister Martha Hospital Mangochi,74,1006,Regimen 12PA,,0.0,Q1 2025
Sister Martha Hospital Mangochi,74,1006,Regimen 12A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,75,1006,Regimen 13A,,409.0,Q1 2025
Sister Martha Hospital Mangochi,76,1006,Regimen 14PP,,0.0,Q1 2025
Sister Martha Hospital Mangochi,76,1006,Regimen 14PA,,0.0,Q1 2025
Sister Martha Hospital Mangochi,76,1006,Regimen 14A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,77,1006,Regimen 15PP,,11.0,Q1 2025
Sister Martha Hospital Mangochi,77,1006,Regimen 15PA,,5.0,Q1 2025
Sister Martha Hospital Mangochi,77,1006,Regimen 15A,,5.0,Q1 2025
Sister Martha Hospital Mangochi,78,1006,Regimen 16A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,78,1006,Regimen 16P,,0.0,Q1 2025
Sister Martha Hospital Mangochi,79,1006,Regimen 17PP,,0.0,Q1 2025
Sister Martha Hospital Mangochi,79,1006,Regimen 17PA,,0.0,Q1 2025
Sister Martha Hospital Mangochi,79,1006,Regimen 17A,,0.0,Q1 2025
Sister Martha Hospital Mangochi,80,1006,Other (paed./adult),,0.0,Q1 2025
Sister Martha Hospital Mangochi,81,1006,Pregnant (as of the last visit before end of quarter),,7.0,Q1 2025
Sister Martha Hospital Mangochi,82,1006,Breastfeeding (as of the last visit before end of quarter),,20.0,Q1 2025
Sister Martha Hospital Mangochi,83,1006,All others (not circled) (as of the last visit before end of quarter),,404.0,Q1 2025
Sister Martha Hospital Mangochi,84,1006,TB not suspected (as of the last visit before end of quarter),,430.0,Q1 2025
Sister Martha Hospital Mangochi,88,1006,TB - Unknown (not circled) (as of the last visit before end of quarter),,1.0,Q1 2025
Sister Martha Hospital Mangochi,89,1006,Side effects - None (as of the last visit before end of quarter),,428.0,Q1 2025
Sister Martha Hospital Mangochi,91,1006,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,3.0,Q1 2025
Sister Martha Hospital Mangochi,92,1006,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,229.0,Q1 2025
Sister Martha Hospital Mangochi,93,1006,Adherence:  4+ doses missed (as of the last visit before end of quarter),,199.0,Q1 2025
Sister Martha Hospital Mangochi,94,1006,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,3.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Malembo Health Centre Mangochi,25,1007,total_registered,34.0,3586.0,Q1 2025
Malembo Health Centre Mangochi,26,1007,FT_patients_initiated - Male,7.0,989.0,Q1 2025
Malembo Health Centre Mangochi,27,1007,FT_patients_initiated - Female Non-pregnant,5.0,1176.0,Q1 2025
Malembo Health Centre Mangochi,28,1007,FT_patients_initiated - Female Pregnant,5.0,401.0,Q1 2025
Malembo Health Centre Mangochi,31,1007,Re_patients_reinitiated_on_ART,5.0,70.0,Q1 2025
Malembo Health Centre Mangochi,32,1007,TI_patients_transfered_in_on_ART,12.0,950.0,Q1 2025
Malembo Health Centre Mangochi,33,1007,Male (all ages),16.0,1356.0,Q1 2025
Malembo Health Centre Mangochi,34,1007,Non-pregnant Females (all ages),13.0,1425.0,Q1 2025
Malembo Health Centre Mangochi,35,1007,Pregnant Females (all ages),5.0,805.0,Q1 2025
Malembo Health Centre Mangochi,333435,1007,Without gender (all ages),0.0,0.0,Q1 2025
Malembo Health Centre Mangochi,36,1007,Children below 24m at ART initiation,0.0,97.0,Q1 2025
Malembo Health Centre Mangochi,37,1007,Children 24m - 14 yrs at ART initiation,0.0,184.0,Q1 2025
Malembo Health Centre Mangochi,38,1007,Adults 15 years+ at ART initiation,34.0,3305.0,Q1 2025
Malembo Health Centre Mangochi,39,1007,Pres.Sev.HIV disease age < 12m,0.0,12.0,Q1 2025
Malembo Health Centre Mangochi,40,1007,PCR Infants < 12 mths PCR,0.0,10.0,Q1 2025
Malembo Health Centre Mangochi,41,1007,U5 Children 12 - 59 mths,0.0,57.0,Q1 2025
Malembo Health Centre Mangochi,42,1007,Pregnant women,7.0,598.0,Q1 2025
Malembo Health Centre Mangochi,43,1007,Breastfeeding mothers,0.0,107.0,Q1 2025
Malembo Health Centre Mangochi,44,1007,CD4 below threshold,0.0,71.0,Q1 2025
Malembo Health Centre Mangochi,45,1007,Asymptomatic / mild,26.0,1509.0,Q1 2025
Malembo Health Centre Mangochi,46,1007,WHO Stage 3,0.0,1068.0,Q1 2025
Malembo Health Centre Mangochi,47,1007,WHO Stage 4,1.0,154.0,Q1 2025
Malembo Health Centre Mangochi,48,1007,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Malembo Health Centre Mangochi,49,1007,Never TB / TB over 2 years ago,34.0,3577.0,Q1 2025
Malembo Health Centre Mangochi,50,1007,TB within the last 2 years,0.0,3.0,Q1 2025
Malembo Health Centre Mangochi,51,1007,Current episode of TB,0.0,6.0,Q1 2025
Malembo Health Centre Mangochi,52,1007,Kaposis Sarcoma,0.0,9.0,Q1 2025
Malembo Health Centre Mangochi,53,1007,Total alive and on ART,,1512.0,Q1 2025
Malembo Health Centre Mangochi,54,1007,M1 Died within the 1st month after ART initiation,,17.0,Q1 2025
Malembo Health Centre Mangochi,55,1007,M2 Died within the 2nd month after ART initiation,,9.0,Q1 2025
Malembo Health Centre Mangochi,56,1007,M3 Died within the 3rd month after ART initiation,,8.0,Q1 2025
Malembo Health Centre Mangochi,57,1007,M4+ Died after the end of the 3rd month after ART initiation,,153.0,Q1 2025
Malembo Health Centre Mangochi,58,1007,Died total,,187.0,Q1 2025
Malembo Health Centre Mangochi,59,1007,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,968.0,Q1 2025
Malembo Health Centre Mangochi,60,1007,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,6.0,Q1 2025
Malembo Health Centre Mangochi,61,1007,Transferred Out,,913.0,Q1 2025
Malembo Health Centre Mangochi,64,1007,Regimen 0P,,0.0,Q1 2025
Malembo Health Centre Mangochi,64,1007,Regimen 0A,,0.0,Q1 2025
Malembo Health Centre Mangochi,65,1007,Regimen 2P,,0.0,Q1 2025
Malembo Health Centre Mangochi,65,1007,Regimen 2A,,0.0,Q1 2025
Malembo Health Centre Mangochi,66,1007,Regimen 4PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,66,1007,Regimen 4PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,66,1007,Regimen 4A,,0.0,Q1 2025
Malembo Health Centre Mangochi,67,1007,Regimen 5A,,0.0,Q1 2025
Malembo Health Centre Mangochi,68,1007,Regimen 6A,,0.0,Q1 2025
Malembo Health Centre Mangochi,69,1007,Regimen 7A,,0.0,Q1 2025
Malembo Health Centre Mangochi,70,1007,Regimen 8A,,0.0,Q1 2025
Malembo Health Centre Mangochi,71,1007,Regimen 9PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,71,1007,Regimen 9PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,71,1007,Regimen 9A,,0.0,Q1 2025
Malembo Health Centre Mangochi,72,1007,Regimen 10A,,0.0,Q1 2025
Malembo Health Centre Mangochi,73,1007,Regimen 11PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,73,1007,Regimen 11PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,73,1007,Regimen 11A,,0.0,Q1 2025
Malembo Health Centre Mangochi,74,1007,Regimen 12PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,74,1007,Regimen 12PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,74,1007,Regimen 12A,,0.0,Q1 2025
Malembo Health Centre Mangochi,75,1007,Regimen 13A,,1460.0,Q1 2025
Malembo Health Centre Mangochi,76,1007,Regimen 14PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,76,1007,Regimen 14PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,76,1007,Regimen 14A,,10.0,Q1 2025
Malembo Health Centre Mangochi,77,1007,Regimen 15PP,,17.0,Q1 2025
Malembo Health Centre Mangochi,77,1007,Regimen 15PA,,11.0,Q1 2025
Malembo Health Centre Mangochi,77,1007,Regimen 15A,,14.0,Q1 2025
Malembo Health Centre Mangochi,78,1007,Regimen 16A,,0.0,Q1 2025
Malembo Health Centre Mangochi,78,1007,Regimen 16P,,0.0,Q1 2025
Malembo Health Centre Mangochi,79,1007,Regimen 17PP,,0.0,Q1 2025
Malembo Health Centre Mangochi,79,1007,Regimen 17PA,,0.0,Q1 2025
Malembo Health Centre Mangochi,79,1007,Regimen 17A,,0.0,Q1 2025
Malembo Health Centre Mangochi,80,1007,Other (paed./adult),,0.0,Q1 2025
Malembo Health Centre Mangochi,81,1007,Pregnant (as of the last visit before end of quarter),,36.0,Q1 2025
Malembo Health Centre Mangochi,82,1007,Breastfeeding (as of the last visit before end of quarter),,120.0,Q1 2025
Malembo Health Centre Mangochi,83,1007,All others (not circled) (as of the last visit before end of quarter),,1356.0,Q1 2025
Malembo Health Centre Mangochi,84,1007,TB not suspected (as of the last visit before end of quarter),,1499.0,Q1 2025
Malembo Health Centre Mangochi,85,1007,TB suspected (as of the last visit before end of quarter),,9.0,Q1 2025
Malembo Health Centre Mangochi,87,1007,"TB conf., on Rx (as of the last visit before end of quarter)",,3.0,Q1 2025
Malembo Health Centre Mangochi,88,1007,TB - Unknown (not circled) (as of the last visit before end of quarter),,1.0,Q1 2025
Malembo Health Centre Mangochi,89,1007,Side effects - None (as of the last visit before end of quarter),,1480.0,Q1 2025
Malembo Health Centre Mangochi,90,1007,Side effects - Any side effects (as of the last visit before end of quarter),,2.0,Q1 2025
Malembo Health Centre Mangochi,91,1007,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,30.0,Q1 2025
Malembo Health Centre Mangochi,92,1007,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,877.0,Q1 2025
Malembo Health Centre Mangochi,93,1007,Adherence:  4+ doses missed (as of the last visit before end of quarter),,607.0,Q1 2025
Malembo Health Centre Mangochi,94,1007,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,28.0,Q1 2025
Malembo Health Centre Mangochi,97,1007,PIFP: Approx. % of women who received Depo at ART in the last quarter,,11.0,Q1 2025
Malembo Health Centre Mangochi,98,1007,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,47.0,Q1 2025
Malembo Health Centre Mangochi,96,1007,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Malembo Health Centre Mangochi,96,1007,CPT: Approx. % of patients retained in ART who are currently on CPT,,55.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Chiunda Health Centre Mangochi,25,1008,total_registered,13.0,1745.0,Q1 2025
Chiunda Health Centre Mangochi,26,1008,FT_patients_initiated - Male,3.0,528.0,Q1 2025
Chiunda Health Centre Mangochi,27,1008,FT_patients_initiated - Female Non-pregnant,7.0,878.0,Q1 2025
Chiunda Health Centre Mangochi,28,1008,FT_patients_initiated - Female Pregnant,0.0,44.0,Q1 2025
Chiunda Health Centre Mangochi,31,1008,Re_patients_reinitiated_on_ART,0.0,3.0,Q1 2025
Chiunda Health Centre Mangochi,32,1008,TI_patients_transfered_in_on_ART,3.0,292.0,Q1 2025
Chiunda Health Centre Mangochi,33,1008,Male (all ages),3.0,621.0,Q1 2025
Chiunda Health Centre Mangochi,34,1008,Non-pregnant Females (all ages),9.0,999.0,Q1 2025
Chiunda Health Centre Mangochi,35,1008,Pregnant Females (all ages),1.0,125.0,Q1 2025
Chiunda Health Centre Mangochi,333435,1008,Without gender (all ages),0.0,0.0,Q1 2025
Chiunda Health Centre Mangochi,36,1008,Children below 24m at ART initiation,0.0,40.0,Q1 2025
Chiunda Health Centre Mangochi,37,1008,Children 24m - 14 yrs at ART initiation,1.0,130.0,Q1 2025
Chiunda Health Centre Mangochi,38,1008,Adults 15 years+ at ART initiation,12.0,1575.0,Q1 2025
Chiunda Health Centre Mangochi,39,1008,Pres.Sev.HIV disease age < 12m,0.0,6.0,Q1 2025
Chiunda Health Centre Mangochi,40,1008,PCR Infants < 12 mths PCR,0.0,3.0,Q1 2025
Chiunda Health Centre Mangochi,41,1008,U5 Children 12 - 59 mths,1.0,35.0,Q1 2025
Chiunda Health Centre Mangochi,42,1008,Pregnant women,1.0,89.0,Q1 2025
Chiunda Health Centre Mangochi,43,1008,Breastfeeding mothers,1.0,71.0,Q1 2025
Chiunda Health Centre Mangochi,44,1008,CD4 below threshold,0.0,59.0,Q1 2025
Chiunda Health Centre Mangochi,45,1008,Asymptomatic / mild,8.0,1397.0,Q1 2025
Chiunda Health Centre Mangochi,46,1008,WHO Stage 3,2.0,72.0,Q1 2025
Chiunda Health Centre Mangochi,47,1008,WHO Stage 4,0.0,11.0,Q1 2025
Chiunda Health Centre Mangochi,48,1008,Unknown / reason outside guidelines,0.0,2.0,Q1 2025
Chiunda Health Centre Mangochi,49,1008,Never TB / TB over 2 years ago,13.0,1743.0,Q1 2025
Chiunda Health Centre Mangochi,50,1008,TB within the last 2 years,0.0,0.0,Q1 2025
Chiunda Health Centre Mangochi,51,1008,Current episode of TB,0.0,2.0,Q1 2025
Chiunda Health Centre Mangochi,52,1008,Kaposis Sarcoma,0.0,1.0,Q1 2025
Chiunda Health Centre Mangochi,53,1008,Total alive and on ART,,947.0,Q1 2025
Chiunda Health Centre Mangochi,54,1008,M1 Died within the 1st month after ART initiation,,11.0,Q1 2025
Chiunda Health Centre Mangochi,55,1008,M2 Died within the 2nd month after ART initiation,,9.0,Q1 2025
Chiunda Health Centre Mangochi,56,1008,M3 Died within the 3rd month after ART initiation,,2.0,Q1 2025
Chiunda Health Centre Mangochi,57,1008,M4+ Died after the end of the 3rd month after ART initiation,,110.0,Q1 2025
Chiunda Health Centre Mangochi,58,1008,Died total,,132.0,Q1 2025
Chiunda Health Centre Mangochi,59,1008,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,256.0,Q1 2025
Chiunda Health Centre Mangochi,60,1008,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,18.0,Q1 2025
Chiunda Health Centre Mangochi,61,1008,Transferred Out,,392.0,Q1 2025
Chiunda Health Centre Mangochi,64,1008,Regimen 0P,,0.0,Q1 2025
Chiunda Health Centre Mangochi,64,1008,Regimen 0A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,65,1008,Regimen 2P,,0.0,Q1 2025
Chiunda Health Centre Mangochi,65,1008,Regimen 2A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,66,1008,Regimen 4PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,66,1008,Regimen 4PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,66,1008,Regimen 4A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,67,1008,Regimen 5A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,68,1008,Regimen 6A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,69,1008,Regimen 7A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,70,1008,Regimen 8A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,71,1008,Regimen 9PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,71,1008,Regimen 9PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,71,1008,Regimen 9A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,72,1008,Regimen 10A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,73,1008,Regimen 11PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,73,1008,Regimen 11PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,73,1008,Regimen 11A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,74,1008,Regimen 12PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,74,1008,Regimen 12PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,74,1008,Regimen 12A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,75,1008,Regimen 13A,,906.0,Q1 2025
Chiunda Health Centre Mangochi,76,1008,Regimen 14PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,76,1008,Regimen 14PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,76,1008,Regimen 14A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,77,1008,Regimen 15PP,,16.0,Q1 2025
Chiunda Health Centre Mangochi,77,1008,Regimen 15PA,,14.0,Q1 2025
Chiunda Health Centre Mangochi,77,1008,Regimen 15A,,11.0,Q1 2025
Chiunda Health Centre Mangochi,78,1008,Regimen 16A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,78,1008,Regimen 16P,,0.0,Q1 2025
Chiunda Health Centre Mangochi,79,1008,Regimen 17PP,,0.0,Q1 2025
Chiunda Health Centre Mangochi,79,1008,Regimen 17PA,,0.0,Q1 2025
Chiunda Health Centre Mangochi,79,1008,Regimen 17A,,0.0,Q1 2025
Chiunda Health Centre Mangochi,80,1008,Other (paed./adult),,0.0,Q1 2025
Chiunda Health Centre Mangochi,81,1008,Pregnant (as of the last visit before end of quarter),,8.0,Q1 2025
Chiunda Health Centre Mangochi,82,1008,Breastfeeding (as of the last visit before end of quarter),,57.0,Q1 2025
Chiunda Health Centre Mangochi,83,1008,All others (not circled) (as of the last visit before end of quarter),,882.0,Q1 2025
Chiunda Health Centre Mangochi,84,1008,TB not suspected (as of the last visit before end of quarter),,939.0,Q1 2025
Chiunda Health Centre Mangochi,85,1008,TB suspected (as of the last visit before end of quarter),,6.0,Q1 2025
Chiunda Health Centre Mangochi,87,1008,"TB conf., on Rx (as of the last visit before end of quarter)",,1.0,Q1 2025
Chiunda Health Centre Mangochi,88,1008,TB - Unknown (not circled) (as of the last visit before end of quarter),,1.0,Q1 2025
Chiunda Health Centre Mangochi,89,1008,Side effects - None (as of the last visit before end of quarter),,941.0,Q1 2025
Chiunda Health Centre Mangochi,91,1008,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,6.0,Q1 2025
Chiunda Health Centre Mangochi,92,1008,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,378.0,Q1 2025
Chiunda Health Centre Mangochi,93,1008,Adherence:  4+ doses missed (as of the last visit before end of quarter),,563.0,Q1 2025
Chiunda Health Centre Mangochi,94,1008,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,6.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Chipumi Health Centre,25,100,total_registered,21.0,1244.0,Q1 2025
Chipumi Health Centre,26,100,FT_patients_initiated - Male,5.0,316.0,Q1 2025
Chipumi Health Centre,27,100,FT_patients_initiated - Female Non-pregnant,7.0,474.0,Q1 2025
Chipumi Health Centre,28,100,FT_patients_initiated - Female Pregnant,1.0,156.0,Q1 2025
Chipumi Health Centre,31,100,Re_patients_reinitiated_on_ART,0.0,2.0,Q1 2025
Chipumi Health Centre,32,100,TI_patients_transfered_in_on_ART,8.0,296.0,Q1 2025
Chipumi Health Centre,33,100,Male (all ages),8.0,422.0,Q1 2025
Chipumi Health Centre,34,100,Non-pregnant Females (all ages),10.0,730.0,Q1 2025
Chipumi Health Centre,35,100,Pregnant Females (all ages),3.0,92.0,Q1 2025
Chipumi Health Centre,333435,100,Without gender (all ages),0.0,0.0,Q1 2025
Chipumi Health Centre,36,100,Children below 24m at ART initiation,0.0,27.0,Q1 2025
Chipumi Health Centre,37,100,Children 24m - 14 yrs at ART initiation,1.0,50.0,Q1 2025
Chipumi Health Centre,38,100,Adults 15 years+ at ART initiation,20.0,1167.0,Q1 2025
Chipumi Health Centre,39,100,Pres.Sev.HIV disease age < 12m,0.0,5.0,Q1 2025
Chipumi Health Centre,40,100,PCR Infants < 12 mths PCR,0.0,0.0,Q1 2025
Chipumi Health Centre,41,100,U5 Children 12 - 59 mths,0.0,6.0,Q1 2025
Chipumi Health Centre,42,100,Pregnant women,3.0,213.0,Q1 2025
Chipumi Health Centre,43,100,Breastfeeding mothers,0.0,56.0,Q1 2025
Chipumi Health Centre,44,100,CD4 below threshold,0.0,54.0,Q1 2025
Chipumi Health Centre,45,100,Asymptomatic / mild,18.0,655.0,Q1 2025
Chipumi Health Centre,46,100,WHO Stage 3,0.0,232.0,Q1 2025
Chipumi Health Centre,47,100,WHO Stage 4,0.0,16.0,Q1 2025
Chipumi Health Centre,48,100,Unknown / reason outside guidelines,0.0,7.0,Q1 2025
Chipumi Health Centre,49,100,Never TB / TB over 2 years ago,21.0,1238.0,Q1 2025
Chipumi Health Centre,50,100,TB within the last 2 years,0.0,2.0,Q1 2025
Chipumi Health Centre,51,100,Current episode of TB,0.0,4.0,Q1 2025
Chipumi Health Centre,52,100,Kaposis Sarcoma,0.0,2.0,Q1 2025
Chipumi Health Centre,53,100,Total alive and on ART,,474.0,Q1 2025
Chipumi Health Centre,54,100,M1 Died within the 1st month after ART initiation,,7.0,Q1 2025
Chipumi Health Centre,55,100,M2 Died within the 2nd month after ART initiation,,1.0,Q1 2025
Chipumi Health Centre,57,100,M4+ Died after the end of the 3rd month after ART initiation,,38.0,Q1 2025
Chipumi Health Centre,58,100,Died total,,46.0,Q1 2025
Chipumi Health Centre,59,100,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,534.0,Q1 2025
Chipumi Health Centre,60,100,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,5.0,Q1 2025
Chipumi Health Centre,61,100,Transferred Out,,185.0,Q1 2025
Chipumi Health Centre,64,100,Regimen 0P,,0.0,Q1 2025
Chipumi Health Centre,64,100,Regimen 0A,,0.0,Q1 2025
Chipumi Health Centre,65,100,Regimen 2P,,0.0,Q1 2025
Chipumi Health Centre,65,100,Regimen 2A,,0.0,Q1 2025
Chipumi Health Centre,66,100,Regimen 4PP,,0.0,Q1 2025
Chipumi Health Centre,66,100,Regimen 4PA,,0.0,Q1 2025
Chipumi Health Centre,66,100,Regimen 4A,,0.0,Q1 2025
Chipumi Health Centre,67,100,Regimen 5A,,0.0,Q1 2025
Chipumi Health Centre,68,100,Regimen 6A,,0.0,Q1 2025
Chipumi Health Centre,69,100,Regimen 7A,,0.0,Q1 2025
Chipumi Health Centre,70,100,Regimen 8A,,0.0,Q1 2025
Chipumi Health Centre,71,100,Regimen 9PP,,0.0,Q1 2025
Chipumi Health Centre,71,100,Regimen 9PA,,0.0,Q1 2025
Chipumi Health Centre,71,100,Regimen 9A,,0.0,Q1 2025
Chipumi Health Centre,72,100,Regimen 10A,,0.0,Q1 2025
Chipumi Health Centre,73,100,Regimen 11PP,,0.0,Q1 2025
Chipumi Health Centre,73,100,Regimen 11PA,,0.0,Q1 2025
Chipumi Health Centre,73,100,Regimen 11A,,0.0,Q1 2025
Chipumi Health Centre,74,100,Regimen 12PP,,0.0,Q1 2025
Chipumi Health Centre,74,100,Regimen 12PA,,0.0,Q1 2025
Chipumi Health Centre,74,100,Regimen 12A,,0.0,Q1 2025
Chipumi Health Centre,75,100,Regimen 13A,,465.0,Q1 2025
Chipumi Health Centre,76,100,Regimen 14PP,,0.0,Q1 2025
Chipumi Health Centre,76,100,Regimen 14PA,,0.0,Q1 2025
Chipumi Health Centre,76,100,Regimen 14A,,0.0,Q1 2025
Chipumi Health Centre,77,100,Regimen 15PP,,3.0,Q1 2025
Chipumi Health Centre,77,100,Regimen 15PA,,2.0,Q1 2025
Chipumi Health Centre,77,100,Regimen 15A,,2.0,Q1 2025
